S.NO|A.NO|COM|O.RANK|C.RANK|MARK|C.CODE|BRANCH|CHOICE NO|A.CATEGORY
513|132707|BC|789|466|193.5|0001|IM|3|OC
514|212716|MBC/DNC|790|123|193.5|2711|EE|1|OC
515|209367|BC|791|467|193.5|0004|EC|4|OC
516|122490|BC|792|468|193.5|2006|CM|3|BC
517|129291|BC|794|470|193.5|2006|CM|3|BC
518|150296|OC|795|-|193.5|0001|ME|4|OC
519|100956|BC|797|472|193.5|0001|EE|1|BC
520|143879|BC|799|474|193.5|0001|EE|3|BC
521|223708|MBC/DNC|800|124|193.5|0001|ME|1|OC
522|170729|BC|801|475|193.5|2006|EM|2|OC
523|101679|BC|802|476|193.5|1216|ME|1|OC
524|149561|MBC/DNC|804|126|193.5|2006|EC|1|MBC_DNC
525|152435|BC|805|477|193.5|2005|CS|1|OC
526|242940|MBC/DNC|806|127|193.5|2005|EC|1|OC
527|178699|BC|808|479|193.5|0001|EM|4|OC
528|210155|BC|809|480|193.5|0001|IM|2|OC
529|229975|MBC/DNC|810|128|193.5|0004|CS|1|MBC_DNC
530|149896|OC|812|-|193.5|0004|CM|4|OC
531|157133|BC|813|481|193.5|0001|IM|3|OC
532|248176|BC|814|482|193.5|5008|CS|1|OC
533|212223|BC|815|483|193.5|0001|EM|3|OC
534|197614|BC|817|484|193.5|2006|CM|1|BC
535|206221|BC|818|485|193.5|0001|IM|2|OC
536|152710|BC|819|486|193.5|0004|EC|4|OC
537|236671|BC|820|487|193.5|2006|CM|1|BC
538|148424|BC|822|489|193.5|2006|CM|3|BC
539|103015|BC|823|490|193.5|0001|IM|3|OC
540|167152|BC|824|491|193.5|0001|EM|2|OC
541|126537|OC|825|-|193.5|0004|CM|4|OC
542|104441|MBC/DNC|828|131|193.5|0001|EE|3|MBC_DNC
543|191477|OC|831|-|193.5|0004|EC|4|OC
544|240882|BC|833|494|193.5|1315|EE|1|OC
545|168074|BC|835|496|193.5|5012|CC|1|OC
546|139354|BC|836|497|193.5|2006|ME|1|OC
547|247530|BC|838|499|193.5|0001|ME|1|OC
548|171497|BC|839|500|193.5|2006|CM|3|BC
549|170597|SCA|840|2|193.5|0004|AE|1|OC
550|241811|BC|841|501|193.5|1419|EC|1|OC
551|124841|BC|842|502|193.5|0001|EM|3|OC
552|231601|BC|844|504|193.5|0004|EC|3|BC
553|122194|BC|845|505|193.33|0004|CS|3|BC
554|206243|BC|846|506|193.33|0001|EM|4|OC
555|227138|BC|847|507|193.33|0004|EC|1|BC
556|163607|MBC/DNC|848|132|193.25|0001|EE|1|MBC_DNC
557|201404|BC|849|508|193.25|2006|CM|1|BC
558|213369|BC|850|509|193.25|0001|EM|2|BC
559|192682|BC|852|511|193.25|2006|RA|1|OC
560|244350|BC|853|512|193.25|5008|EC|1|OC
561|192721|BC|854|513|193.25|0002|CL|1|OC
562|163616|BC|857|515|193.25|0004|CS|3|BC
563|228750|BC|859|517|193.25|1419|CS|1|OC
564|179192|BC|860|518|193.25|1315|EC|1|OC
565|177957|MBC/DNC|861|134|193.25|0001|CM|2|MBC_DNC
566|240465|BC|863|520|193.25|0004|EC|3|BC
567|104036|BC|864|521|193.25|2741|CS|1|OC
568|226150|BCM|865|29|193.25|0001|EE|1|BCM
569|183109|BC|866|522|193.25|0004|EC|3|BC
570|238910|MBC/DNC|867|135|193.25|0001|CM|2|MBC_DNC
571|205009|MBC/DNC|868|136|193.25|0004|CS|2|MBC_DNC
572|207690|MBC/DNC|869|137|193.25|0001|EC|2|MBC_DNC
573|240102|SC|870|22|193.25|0001|EC|1|SC
574|252426|BCM|872|30|193|0001|EM|2|BCM
575|209008|MBC/DNC|873|139|193|0001|EC|2|MBC_DNC
576|206254|BC|875|524|193|2006|EE|1|OC
577|172223|BC|876|525|193|0004|CM|4|OC
578|237735|BC|877|526|193|0004|CM|4|OC
579|120253|BC|878|527|193|0001|IM|3|OC
580|182515|OC|879|-|193|0004|EM|5|OC
581|173769|SC|880|23|193|0001|EC|1|SC
582|126039|OC|881|-|193|5008|CS|3|OC
583|232898|BC|882|528|193|0001|ME|1|OC
584|169352|OC|883|-|193|0001|IM|3|OC
585|245244|MBC/DNC|884|140|193|2006|EC|3|MBC_DNC
586|149362|OC|887|-|193|0004|AE|1|OC
587|103445|BC|888|530|193|2377|CS|3|OC
588|193508|BC|889|531|193|0001|ME|1|OC
589|135203|BC|890|532|193|0004|CM|4|OC
590|187913|BC|891|533|193|0004|CM|4|OC
591|186910|MBC/DNC|892|141|193|5901|CS|1|OC
592|201918|MBC/DNC|893|142|193|0001|ME|1|OC
593|142127|OC|894|-|193|0004|EM|4|OC
594|168331|BC|895|534|193|2006|RA|1|OC
595|241564|BC|896|535|193|0001|ME|2|OC
596|149357|OC|898|-|193|2006|BS|1|OC
597|136448|MBC/DNC|900|143|193|1315|CS|1|OC
598|140000|BC|901|537|193|0001|IE|1|OC
599|196661|MBC/DNC|902|144|193|0001|CM|2|MBC_DNC
600|170142|OC|906|-|193|0001|IM|3|OC
601|147200|OC|909|-|193|1315|EC|2|OC
602|140885|BC|912|539|193|1315|CS|1|BC
603|137918|OC|913|-|193|0004|CM|7|OC
604|143812|OC|914|-|193|0004|CM|4|OC
605|231555|OC|915|-|193|0001|IM|4|OC
606|198171|BC|917|540|193|2006|EM|2|OC
607|139068|BC|920|542|193|1219|CS|3|OC
608|121771|OC|921|-|193|0001|IM|4|OC
609|149586|BC|924|544|193|0001|EM|2|BC
610|179956|BC|926|545|193|2007|CS|3|OC
611|163416|BC|927|546|193|2006|CM|2|BC
612|137152|BC|928|547|193|0001|IM|3|OC
613|164035|BCM|930|31|193|0001|CM|2|BCM
614|242026|BC|931|548|193|1419|CS|1|OC
615|140213|OC|932|-|193|2006|EM|3|OC
616|233134|BC|933|549|193|0004|EC|2|BC
617|161407|BC|934|550|193|2006|EE|2|OC
618|225569|BC|935|551|193|1315|EC|2|OC
619|125328|BC|937|552|193|2006|CM|1|BC
620|205943|BC|938|553|193|2006|EM|3|OC
621|106339|BC|939|554|193|0004|EC|3|BC
622|127856|BC|940|555|193|2006|ME|1|OC
623|186662|BC|941|556|193|0001|IM|1|OC
624|207802|MBC/DNC|945|146|193|0004|CS|2|MBC_DNC
625|106258|SC|946|26|193|0001|EC|1|SC
626|131204|BC|947|560|193|0001|EM|4|BC
627|101799|BC|950|562|193|0004|CM|5|BC
628|136662|SC|951|28|193|0001|EC|1|SC
629|122442|BC|955|566|193|0001|EM|5|BC
630|192295|BCM|956|32|193|0001|CM|2|BCM
631|123384|OC|957|-|193|0001|IM|3|OC
632|131502|BC|958|567|193|0001|IM|3|OC
633|210847|BC|960|568|193|1315|CS|3|BC
634|192006|BC|962|569|193|0001|EM|2|BC
635|172785|MBC/DNC|964|148|193|1315|BM|1|OC
636|152467|OC|966|-|193|0002|IB|1|OC
637|160863|BC|968|573|193|1315|CS|3|BC
638|211850|BC|969|574|193|0001|IM|3|OC
639|154732|BC|970|575|193|2006|IM|2|OC
640|227739|BC|971|576|193|5008|CS|3|OC
641|101482|MBC/DNC|974|149|193|0004|CS|2|MBC_DNC
642|154482|BC|975|579|193|1315|CS|3|BC
643|123223|BC|978|582|193|5008|CS|2|OC
644|150354|OC|979|-|193|0001|IM|6|OC
645|133418|BC|981|584|193|0004|CM|4|BC
646|128618|BC|983|586|193|0004|MF|1|OC
647|150054|MBC/DNC|985|150|193|0001|CM|2|MBC_DNC
648|152011|BC|987|589|193|0001|EM|2|BC
649|226253|BC|990|590|193|0001|EM|2|BC
650|223587|BC|991|591|193|0001|EM|4|BC
651|166155|BC|994|593|192.75|0001|EM|4|BC
652|229566|BC|997|595|192.75|0001|EM|2|BC
653|234359|BC|999|596|192.75|0001|EM|2|BC
654|187542|BC|1000|597|192.75|0004|CM|4|BC
655|205227|BCM|1001|33|192.75|0001|CM|2|BCM
656|181065|BC|1002|598|192.75|0004|EI|4|OC
657|206118|BC|1004|600|192.75|4023|EC|1|OC
658|172583|OC|1006|-|192.75|2006|EE|2|OC
659|239596|SC|1007|29|192.75|0001|EC|1|SC
660|199446|BC|1008|602|192.75|0004|EC|1|BC
661|178433|BC|1009|603|192.75|0001|ME|1|OC
662|185170|BC|1011|604|192.75|0004|CM|4|BC
663|250099|MBC/DNC|1013|153|192.75|0001|CM|2|MBC_DNC
664|225563|MBC/DNC|1015|154|192.75|0001|EE|1|MBC_DNC
665|209654|BC|1016|607|192.75|2007|CS|2|OC
666|234366|BC|1021|612|192.67|0001|IM|3|OC
667|145171|OC|1023|-|192.5|2006|ME|1|OC
668|230290|BC|1024|614|192.5|2006|ME|1|OC
669|210068|MBC/DNC|1025|155|192.5|0004|AE|1|OC
670|193407|MBC/DNC|1026|156|192.5|0004|CS|2|MBC_DNC
671|163398|BC|1027|615|192.5|1315|CS|3|BC
672|243314|BC|1028|616|192.5|2005|CS|5|OC
673|106448|BC|1029|617|192.5|2006|EE|1|OC
674|172400|BC|1030|618|192.5|2006|ME|1|OC
675|159815|BC|1031|619|192.5|2007|EE|2|OC
676|179218|BC|1032|620|192.5|0001|ME|1|OC
677|103899|SC|1033|30|192.5|0001|EC|1|SC
678|136435|BC|1034|621|192.5|2622|EC|1|OC
679|125577|BC|1035|622|192.5|0001|BY|1|OC
680|165384|BC|1036|623|192.5|0001|EE|1|BC
681|179278|BC|1037|624|192.5|5008|EC|2|OC
682|103360|BC|1038|625|192.5|2006|ME|1|OC
683|212203|BC|1039|626|192.5|2006|EE|2|OC
684|199307|BC|1040|627|192.5|0001|ME|3|OC
685|138867|BC|1041|628|192.5|0004|CM|4|BC
686|140206|BC|1043|629|192.5|1315|EC|5|OC
687|138539|MBC/DNC|1044|158|192.5|2006|EC|3|MBC_DNC
688|177328|OC|1046|-|192.5|0001|IM|3|OC
689|107700|BC|1047|631|192.5|0001|IM|3|OC
690|146971|BC|1048|632|192.5|2006|EE|2|OC
691|121748|BC|1049|633|192.5|0001|EM|2|BC
692|146955|BC|1050|634|192.5|0001|EM|4|BC
693|201550|BC|1052|636|192.5|0001|IM|3|OC
694|164443|BC|1053|637|192.5|0001|EM|2|BC
695|144758|BC|1055|639|192.5|2006|FY|1|OC
696|133466|BC|1056|640|192.5|2007|CS|4|OC
697|192381|BC|1057|641|192.5|2377|EE|1|OC
698|150531|OC|1058|-|192.5|2006|EM|3|OC
699|119473|BC|1059|642|192.5|2007|CS|2|OC
700|246296|BC|1061|643|192.5|2007|CS|1|OC
701|212235|MBC/DNC|1062|159|192.5|0001|ME|1|OC
702|213402|OC|1063|-|192.5|0004|IM|8|OC
703|133048|BC|1064|644|192.5|5008|CS|1|OC
704|121316|BC|1065|645|192.5|2006|IM|2|OC
705|162809|BC|1068|647|192.5|0004|EC|2|BC
706|186862|OC|1071|-|192.5|0001|ME|1|OC
707|252454|BC|1073|650|192.5|0004|CM|4|BC
708|155492|BC|1075|652|192.5|0004|EC|5|BC
709|123968|BC|1076|653|192.5|2615|EC|1|OC
710|209910|MBC/DNC|1077|160|192.5|0001|EE|3|MBC_DNC
711|188905|BCM|1078|36|192.5|0001|CM|2|BCM
712|169279|OC|1079|-|192.5|0004|IM|6|OC
713|170322|BC|1080|654|192.5|0001|IM|2|BC
714|165528|MBC/DNC|1081|161|192.5|0004|EC|3|MBC_DNC
715|179683|OC|1084|-|192.5|2006|EM|7|OC
716|124431|BC|1086|656|192.5|0001|EM|2|BC
717|152995|OC|1087|-|192.5|0004|IM|6|OC
718|119290|BC|1088|657|192.5|0001|EM|2|BC
719|145841|OC|1090|-|192.5|0004|EM|5|OC
720|225438|OC|1091|-|192.5|2006|IM|5|OC
721|156237|BC|1092|658|192.5|0004|AE|1|OC
722|125445|MBC/DNC|1093|164|192.5|0001|EM|2|MBC_DNC
723|127017|BC|1095|660|192.5|2006|EE|2|OC
724|234169|OC|1099|-|192.5|0004|EM|7|OC
725|128077|BC|1100|662|192.5|0001|IM|3|BC
726|180620|MBC/DNC|1103|167|192.5|0001|CM|2|MBC_DNC
727|140815|OC|1104|-|192.5|0004|EM|8|OC
728|200695|BCM|1106|37|192.5|0001|ME|1|OC
729|131439|BC|1107|664|192.5|0002|CH|1|OC
730|163270|OC|1108|-|192.5|0004|IM|9|OC
731|137529|OC|1109|-|192.5|1315|ME|1|OC
732|223539|OC|1110|-|192.33|0004|EM|9|OC
733|182234|OC|1111|-|192.33|0004|EM|9|OC
734|250967|MBC/DNC|1112|168|192.25|0001|CM|2|MBC_DNC
735|241728|BC|1115|666|192.25|2006|EM|3|OC
736|245600|BC|1116|667|192.25|0002|CH|2|OC
737|197074|BC|1117|668|192.25|2006|EM|2|OC
738|192072|BC|1118|669|192.25|2006|EE|2|OC
739|242497|BC|1120|670|192.25|0001|BY|1|OC
740|231828|BC|1121|671|192.25|5012|CC|1|OC
741|203252|BC|1122|672|192.25|0001|BY|1|OC
742|229906|BC|1123|673|192.25|0001|EM|4|BC
743|139190|BC|1124|674|192.25|2006|EM|2|OC
744|250966|BC|1125|675|192.25|0004|CM|4|BC
745|237837|BC|1126|676|192.25|2006|IM|2|OC
746|253097|BC|1128|677|192.25|0004|CM|4|BC
747|252634|BC|1130|679|192.25|2005|IT|1|OC
748|128759|BC|1131|680|192.25|0001|EM|2|BC
749|241488|BC|1134|683|192|2005|CS|2|OC
750|238096|BC|1137|685|192|0004|EC|3|BC
751|180296|BC|1138|686|192|0001|EM|2|BC
752|154549|BC|1140|687|192|0001|EM|2|BC
753|119796|OC|1141|-|192|2005|ME|1|OC
754|105297|OC|1142|-|192|0004|MF|10|OC
755|104994|BC|1144|688|192|0001|EM|4|BC
756|121458|BC|1145|689|192|0001|ME|1|BC
757|101276|BC|1146|690|192|0001|EE|3|BC
758|173551|MBC/DNC|1147|170|192|2660|BM|1|OC
759|237967|BC|1148|691|192|0001|GI|1|OC
760|201359|BC|1149|692|192|1315|CS|5|BC
761|137004|MBC/DNC|1150|171|192|0001|EM|3|MBC_DNC
762|129703|BC|1154|694|192|0001|EM|2|BC
763|139709|BC|1155|695|192|2006|EE|5|OC
764|195537|OC|1156|-|192|2006|IM|7|OC
765|155624|BC|1157|696|192|0002|CH|1|OC
766|134575|SC|1158|33|192|2006|CM|1|SC
767|152897|BCM|1161|38|192|0001|EM|4|BCM
768|135754|BC|1162|698|192|2006|IM|2|OC
769|100613|BC|1163|699|192|2006|ME|1|OC
770|142281|BC|1164|700|192|0001|EM|4|BC
771|242387|BC|1165|701|192|0001|EM|5|BC
772|180967|BC|1166|702|192|0001|ME|3|BC
773|148875|OC|1167|-|192|0002|IB|1|OC
774|104220|BC|1168|703|192|0001|ME|1|BC
775|120629|OC|1171|-|192|0004|IM|6|OC
776|102397|MBC/DNC|1174|175|192|0001|CM|2|MBC_DNC
777|168704|BC|1176|708|192|0001|ME|3|BC
778|107878|BC|1177|709|192|0001|EM|3|BC
779|164696|OC|1178|-|192|0004|IM|8|OC
780|139840|BC|1179|710|192|0001|ME|2|BC
781|144741|BC|1180|711|192|2006|IM|2|OC
782|240218|BC|1183|713|192|0001|BY|3|OC
783|191968|MBC/DNC|1184|176|192|0001|EE|3|MBC_DNC
784|209919|MBC/DNC|1185|177|192|0004|AE|1|OC
785|211091|BC|1187|715|192|0001|ME|1|BC
786|162232|BC|1188|716|192|0001|BY|1|OC
787|231465|BC|1189|717|192|2005|CS|1|OC
788|134732|BC|1190|718|192|0004|CM|4|BC
789|166470|BC|1191|719|192|2006|EM|2|BC
790|176169|MBC/DNC|1192|178|192|0004|CS|2|MBC_DNC
791|235378|BC|1197|720|192|0001|IM|3|BC
792|169965|OC|1198|-|192|0004|IM|6|OC
793|180163|BCM|1199|41|192|0001|EM|4|BCM
794|128430|BC|1205|724|192|0004|CM|3|BC
795|178822|OC|1206|-|192|0004|EM|11|OC
796|197008|OC|1207|-|192|0004|IM|6|OC
797|100012|BC|1209|726|192|0004|CM|4|BC
798|126086|OC|1210|-|192|2007|CS|7|OC
799|146731|BC|1211|727|192|0001|IM|3|BC
800|211334|OC|1212|-|192|0004|EM|4|OC
801|148693|BC|1213|728|192|0004|CM|4|BC
802|160831|OC|1215|-|192|1315|IT|3|OC
803|149000|BC|1217|730|192|0004|CM|2|BC
804|166450|OC|1218|-|192|1419|CS|1|OC
805|140569|OC|1221|-|192|0004|AE|1|OC
806|100811|OC|1223|-|192|0002|IB|1|OC
807|164411|OC|1225|-|192|1317|CS|7|OC
808|136750|OC|1226|-|192|0004|EM|6|OC
809|145496|BC|1227|731|192|0004|EI|1|OC
810|196805|OC|1228|-|192|1315|EC|6|OC
811|153353|BC|1229|732|192|0004|EC|4|BC
812|152079|MBC/DNC|1231|182|192|0001|CM|2|MBC_DNC
813|154873|BC|1232|734|192|0004|CM|2|BC
814|153233|OC|1233|-|192|0004|EM|6|OC
815|156032|BC|1234|735|192|0001|ME|1|BC
816|144012|MBC/DNC|1235|183|192|1315|EC|1|OC
817|126548|OC|1236|-|192|1315|EE|2|OC
818|163922|MBC/DNC|1237|184|192|0001|CM|3|MBC_DNC
819|155676|MBC/DNC|1238|185|192|0001|EM|2|MBC_DNC
820|167952|OC|1240|-|192|0004|MF|2|OC
821|133663|OC|1242|-|192|0004|IM|6|OC
822|173395|BC|1243|737|192|2006|IM|4|OC
823|143646|BC|1244|738|192|0004|CM|4|BC
824|181664|BC|1245|739|192|0001|IM|3|BC
825|170481|BC|1247|741|192|2006|EM|2|BC
826|103595|BC|1248|742|192|2006|IM|4|OC
827|158154|BC|1249|743|192|0004|EC|2|BC
828|173299|BC|1250|744|192|2739|IT|1|OC
829|193443|BC|1251|745|192|0001|ME|1|BC
830|128484|MBC/DNC|1253|187|192|2006|EC|1|MBC_DNC
831|157924|MBC/DNC|1254|188|192|2006|EC|1|MBC_DNC
832|235685|BC|1258|750|192|2006|EM|2|BC
833|176948|BC|1259|751|192|2006|ME|1|OC
834|176360|BC|1260|752|192|2007|CS|3|OC
835|177036|BC|1261|753|192|2006|IM|2|OC
836|119098|BC|1263|754|192|0004|EI|1|OC
837|162895|OC|1263A|-|192|0004|EM|8|OC
838|169695|OC|1265|-|192|0001|BY|1|OC
839|157642|MBC/DNC|1266|190|192|0001|CM|2|MBC_DNC
840|207913|BC|1267|756|192|0001|ME|3|BC
841|195607|SCA|1268|4|192|2006|ME|1|SCA
842|201548|BC|1270|758|192|0001|EM|4|BC
843|127057|OC|1272|-|192|1315|EC|1|OC
844|150570|MBC/DNC|1273|191|192|0001|BY|1|OC
845|190310|OC|1275|-|192|0004|EM|8|OC
846|102668|MBC/DNC|1276|192|192|0001|CM|2|MBC_DNC
847|196309|OC|1277|-|192|1315|IT|2|OC
848|191579|MBC/DNC|1278|193|192|5901|EC|1|OC
849|151742|BC|1280|761|192|0001|IM|5|BC
850|228439|BC|1281|762|192|2007|CS|3|OC
851|176525|MBC/DNC|1282|194|192|0001|IM|2|MBC_DNC
852|194594|BC|1283|763|192|0001|ME|1|BC
853|191772|BC|1286|765|192|0001|EM|4|BC
854|206105|MBC/DNC|1287|195|192|0001|EM|2|MBC_DNC
855|159343|BC|1288|766|192|5008|CS|1|OC
856|205774|BC|1289|767|192|2006|EM|2|BC
857|119736|BC|1292|769|192|2006|EE|1|OC
858|213220|BC|1293|770|192|0001|IM|3|BC
859|171316|MBC/DNC|1294|197|192|0001|CM|1|MBC_DNC
860|102586|BC|1295|771|192|0001|IM|5|BC
861|196660|MBC/DNC|1296|198|192|0001|CM|2|MBC_DNC
862|101244|BC|1297|772|192|1315|CS|1|BC
863|177735|BC|1298|773|192|1315|CS|6|BC
864|121606|BC|1299|774|192|0004|CM|4|BC
865|152270|BC|1302|775|192|0001|EM|4|BC
866|242566|BC|1303|776|192|0001|EM|4|BC
867|152997|OC|1304|-|192|1315|IT|6|OC
868|122713|BC|1306|777|192|0004|EC|4|BC
869|210849|MBC/DNC|1311|199|192|0001|CM|2|MBC_DNC
870|100117|BC|1312|781|192|0004|AE|1|OC
871|172403|BC|1313|782|192|0004|EC|3|BC
872|122746|BC|1314|783|192|2006|ME|1|BC
873|170680|BC|1316|785|191.75|5008|CS|6|OC
874|205313|BC|1316A|785A|191.75|1315|CS|1|BC
875|228463|MBC/DNC|1318|200|191.75|0001|IM|1|MBC_DNC
876|104717|BC|1319|787|191.75|2006|EE|2|OC
877|151610|MBC/DNC|1320|201|191.75|4974|ME|1|OC
878|180498|MBC/DNC|1321|202|191.75|2006|CM|1|MBC_DNC
879|211939|MBC/DNC|1322|203|191.75|0001|BY|1|MBC_DNC
880|179437|BC|1323|788|191.75|0004|EM|6|OC
881|163259|BC|1325|790|191.75|2377|EC|3|OC
882|163001|BC|1326|791|191.75|1315|EC|1|OC
883|244814|BC|1328|793|191.75|0001|EM|2|BC
884|250000|BC|1329|794|191.75|2006|ME|2|BC
885|183379|BC|1331|796|191.75|0001|IM|5|BC
886|154049|MBC/DNC|1332|204|191.75|2006|CM|1|MBC_DNC
887|213376|MBC/DNC|1333|205|191.75|0001|BY|1|MBC_DNC
888|228308|MBC/DNC|1334|206|191.75|2006|EC|1|MBC_DNC
889|188474|BC|1335|797|191.75|1315|CS|3|BC
890|185643|BC|1337|799|191.75|0001|ME|1|BC
891|208774|MBC/DNC|1338|207|191.67|1315|EC|1|OC
892|231349|MBC/DNC|1340|208|191.67|0001|EE|2|MBC_DNC
893|239412|MBC/DNC|1342|209|191.67|0001|CM|2|MBC_DNC
894|236582|BC|1343|802|191.67|2006|IM|1|OC
895|124186|BCM|1344|42|191.5|5012|CC|1|OC
896|190936|BC|1345|803|191.5|0001|IM|8|BC
897|236016|BC|1346|804|191.5|0004|EM|8|OC
898|211074|MBC/DNC|1348|210|191.5|0001|EE|3|MBC_DNC
899|100541|OC|1349|-|191.5|5008|EE|1|OC
900|151019|OC|1351|-|191.5|0004|MF|2|OC
901|197570|BC|1352|807|191.5|1315|CS|7|BC
902|124768|BC|1353|808|191.5|0002|IB|1|OC
903|239019|SC|1354|36|191.5|2006|ME|1|SC
904|172652|BC|1355|809|191.5|0001|ME|3|BC
905|204780|MBC/DNC|1356|211|191.5|0001|CM|2|MBC_DNC
906|208085|BC|1357|810|191.5|1315|CS|3|BC
907|199256|BC|1358|811|191.5|2610|BM|1|OC
908|209055|BC|1359|812|191.5|2006|EE|7|OC
909|241898|BC|1360|813|191.5|1419|EC|1|OC
910|100735|BC|1361|814|191.5|0004|EM|4|OC
911|189006|BC|1362|815|191.5|1315|CS|1|BC
912|188266|BC|1363|816|191.5|2006|AS|1|OC
913|157225|BC|1364|817|191.5|2006|EM|4|BC
914|188861|BC|1365|818|191.5|2006|EM|2|BC
915|209190|BC|1368|820|191.5|2007|EC|2|OC
916|146167|BC|1369|821|191.5|0004|MF|1|OC
917|103075|BC|1370|822|191.5|0004|EM|4|OC
918|159505|BC|1371|823|191.5|2006|ME|1|BC
919|208470|MBC/DNC|1372|212|191.5|2006|FY|1|OC
920|125886|BC|1373|824|191.5|2006|EE|2|OC
921|126434|OC|1374|-|191.5|0004|EM|11|OC
922|244538|OC|1375|-|191.5|0002|CH|1|OC
923|124556|BC|1376|825|191.5|0004|EM|9|OC
924|132752|BC|1377|826|191.5|2006|EM|2|BC
925|243188|BC|1378|827|191.5|1315|CS|6|BC
926|138098|MBC/DNC|1379|213|191.5|0004|CS|1|MBC_DNC
927|206236|BC|1382|830|191.5|2007|EE|2|OC
928|175645|BCM|1383|43|191.5|0004|EC|2|BCM
929|198486|BC|1384|831|191.5|2006|EM|3|BC
930|186892|BC|1385|832|191.5|0001|IM|5|BC
931|247259|BC|1387|833|191.5|2006|EE|2|OC
932|191170|BC|1388|834|191.5|0004|EM|8|OC
933|131796|BC|1390|836|191.5|2007|CS|3|OC
934|177106|OC|1391|-|191.5|0004|IM|6|OC
935|104502|BC|1392|837|191.5|0001|IM|3|BC
936|227395|BC|1393|838|191.5|0001|ME|6|BC
937|152776|BC|1394|839|191.5|0001|IM|5|BC
938|224758|OC|1395|-|191.5|0004|EI|6|OC
939|200304|BC|1396|840|191.5|2708|AE|1|OC
940|173632|BC|1398|842|191.5|0004|EM|2|OC
941|143306|BC|1399|843|191.5|2006|BS|1|OC
942|132556|BC|1401|845|191.5|2005|CS|5|OC
943|143454|BC|1402|846|191.5|2006|EM|3|BC
944|163399|OC|1403|-|191.5|2006|IM|2|OC
945|140170|BC|1405|847|191.5|1315|CS|2|BC
946|123487|BCM|1406|44|191.5|1315|EC|1|OC
947|208739|BC|1408|849|191.5|2618|CS|1|OC
948|192198|BC|1409|850|191.5|0004|MF|3|OC
949|162390|MBC/DNC|1411|216|191.5|5008|EC|2|OC
950|100776|BC|1413|853|191.5|2006|EE|1|BC
951|195243|OC|1414|-|191.5|5008|EE|1|OC
952|100666|MBC/DNC|1415|217|191.5|0001|CM|2|MBC_DNC
953|233799|BC|1416|854|191.5|2377|CS|2|OC
954|144819|BC|1418|856|191.5|2006|EM|10|BC
955|194366|BC|1419|857|191.5|0001|ME|3|BC
956|191798|BC|1423|859|191.5|0001|ME|1|BC
957|127213|BC|1424|860|191.5|1315|CS|2|BC
958|145993|OC|1426|-|191.5|0004|IM|6|OC
959|145450|OC|1427|-|191.5|0004|IM|6|OC
960|204279|BC|1428|861|191.5|0004|EM|7|OC
961|143349|SC|1429|39|191.5|0001|CS|1|SC
962|104209|BC|1430|862|191.5|5012|CC|1|OC
963|231482|BC|1431|863|191.5|2006|EM|3|BC
964|239521|MBC/DNC|1433|218|191.5|1399|MC|1|OC
965|150411|OC|1434|-|191.5|5008|EC|2|OC
966|135561|BC|1435|865|191.5|0004|EM|8|OC
967|164885|BC|1436|866|191.5|0001|ME|5|BC
968|186917|MBC/DNC|1438|220|191.5|2006|EC|1|MBC_DNC
969|163396|BC|1439|867|191.5|0004|EM|4|OC
970|205538|MBC/DNC|1440|221|191.5|0001|EE|3|MBC_DNC
971|136059|MBC/DNC|1443|223|191.5|0001|EE|2|MBC_DNC
972|141089|BC|1444|869|191.5|0001|ME|4|BC
973|126437|BC|1445|870|191.5|2006|IM|1|OC
974|149459|BC|1449|873|191.5|0001|ME|3|BC
975|246508|MBC/DNC|1450|224|191.5|0004|CS|2|MBC_DNC
976|188979|BC|1451|874|191.5|2006|EE|1|BC
977|171515|BC|1453|876|191.5|0004|EM|8|OC
978|209274|BC|1456|878|191.5|5008|EC|1|OC
979|135578|OC|1458|-|191.5|0004|EM|6|OC
980|175503|BC|1459|879|191.5|1315|CS|4|BC
981|166657|OC|1461|-|191.5|0004|EM|10|OC
982|213265|BC|1465|882|191.5|0004|EM|11|OC
983|139528|BC|1467|883|191.5|2006|EE|4|BC
984|195160|OC|1471|-|191.5|0004|EM|6|OC
985|179866|MBC/DNC|1473|229|191.5|1315|CS|3|MBC_DNC
986|148791|OC|1474|-|191.5|1315|EC|7|OC
987|125480|BC|1476|887|191.5|1113|EC|4|OC
988|103257|BC|1477|888|191.5|2006|IM|2|OC
989|124975|BC|1478|889|191.5|1315|EC|5|OC
990|102616|MBC/DNC|1480|230|191.5|0004|CS|2|MBC_DNC
991|159361|BC|1483|892|191.5|0001|BY|1|BC
992|188678|SC|1484|40|191.5|2006|EC|1|SC
993|153799|BC|1485|893|191.5|0004|EM|9|OC
994|181283|BC|1486|894|191.5|0004|EM|8|OC
995|170302|BC|1487|895|191.5|2005|CS|6|OC
996|191348|MBC/DNC|1488|231|191.5|0004|CS|4|MBC_DNC
997|143249|BC|1489|896|191.33|2006|EE|3|BC
998|194023|OC|1490|-|191.33|0004|MF|2|OC
999|181759|OC|1491|-|191.33|2005|CS|4|OC
1000|182353|OC|1492|-|191.33|5008|CS|4|OC
1001|238310|BC|1493|897|191.33|2006|IM|2|OC
1002|246971|BC|1494|898|191.33|0001|IM|3|BC
1003|244343|BC|1495|899|191.25|0001|IM|5|BC
1004|210800|BC|1496|900|191.25|2006|ME|4|BC
